path,filename,label,phash,cluster,split
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (126).jpg,Malignant case (126).jpg,malignant,71025d0e9f2e3bfaa4e16b895f0a4cc0,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (127).jpg,Malignant case (127).jpg,malignant,8133125c2fbf7b3b5c840312fb275373,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (128).jpg,Malignant case (128).jpg,malignant,2364b76e9ecbc856dd5d0a03663848ec,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (129).jpg,Malignant case (129).jpg,malignant,138cd98ec9ee6447b5a5ec59b8a3f90a,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (13).jpg,Malignant case (13).jpg,malignant,da06931fd4818fdf13c2dfd17f8af096,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (130).jpg,Malignant case (130).jpg,malignant,79e207345b9e79012ceba6f6110123bd,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (131).jpg,Malignant case (131).jpg,malignant,402978a4b7e92377c7536f0738329360,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (132).jpg,Malignant case (132).jpg,malignant,c38bdd4380ace06b66cd6791b7640916,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (133).jpg,Malignant case (133).jpg,malignant,fb648f7f9b4fe4de33caa7c6b565d4ba,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (134).jpg,Malignant case (134).jpg,malignant,c210f1899947df86ad327f7048351009,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (135).jpg,Malignant case (135).jpg,malignant,9a90775a2a58ec7487acaab364a3a391,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (136).jpg,Malignant case (136).jpg,malignant,8dccef4febe782628fa1f259c59b43c7,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (137).jpg,Malignant case (137).jpg,malignant,4dbcaa23054982656902b5af417ffca3,5,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (14).jpg,Malignant case (14).jpg,malignant,fe470bda07f5d425efca859846085ea4,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (142).jpg,Malignant case (142).jpg,malignant,fa8ea1d94c635f2a20a22b7b4cd5b420,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (143).jpg,Malignant case (143).jpg,malignant,5c870eea453a793b99bd33c1cf0fadad,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (144).jpg,Malignant case (144).jpg,malignant,a25e2cfe29b394e22f8a30e57f2a1749,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (145).jpg,Malignant case (145).jpg,malignant,3ca217594e969778721167396d472295,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (146).jpg,Malignant case (146).jpg,malignant,167f7e0298e18503bd8a45924aacb1e7,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (147).jpg,Malignant case (147).jpg,malignant,7d19ee77f699849a8cd9335a6b6ea924,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (149).jpg,Malignant case (149).jpg,malignant,0e3086eee007ddc315a59649fecbb816,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (15).jpg,Malignant case (15).jpg,malignant,524c82a93f244111f473a5ec09fded48,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (150).jpg,Malignant case (150).jpg,malignant,b4f603cee61f4118a495674bca70e1d5,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (151).jpg,Malignant case (151).jpg,malignant,b72fe17d3e20ddb212e7ad62a26fb0b2,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (153).jpg,Malignant case (153).jpg,malignant,0a6936ed67538254ace68e81d4c03e2b,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (154).jpg,Malignant case (154).jpg,malignant,61a589f37952fd041f83e63cc50b5abd,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (155).jpg,Malignant case (155).jpg,malignant,c595fb38e389f6475f31e6d37a69f80a,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (156).jpg,Malignant case (156).jpg,malignant,4e2573e0ac694e1b70542c47bcdf6fc3,1,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (157).jpg,Malignant case (157).jpg,malignant,17de55c539be14fe56de0e70a99f6063,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (158).jpg,Malignant case (158).jpg,malignant,1397bba423160a29ed35645775c5b218,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (159).jpg,Malignant case (159).jpg,malignant,897986cfca917a991b1a01e4678d03e3,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (16).jpg,Malignant case (16).jpg,malignant,82954b1428188db4eac8296e7f86074f,7,test
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (160).jpg,Malignant case (160).jpg,malignant,f09c372b79c6ee00f0b552fd41080a88,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (161).jpg,Malignant case (161).jpg,malignant,76032a9ca97967d3c86342ad6957d56c,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (162).jpg,Malignant case (162).jpg,malignant,79c18d25a45271fd87914a97a11b2a37,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (163).jpg,Malignant case (163).jpg,malignant,be5301a09cc702dc799f77e60a58dcd4,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (164).jpg,Malignant case (164).jpg,malignant,1bc56bd9214654efbe75115fc7bf04e6,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (165).jpg,Malignant case (165).jpg,malignant,1143c142d4c1e53717fba1662d8184c9,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (166).jpg,Malignant case (166).jpg,malignant,49b6edfe7801ab0b5e84462d518ce31a,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (167).jpg,Malignant case (167).jpg,malignant,99c8a6a7007bd5dc15a0ee0e595f76e9,8,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (168).jpg,Malignant case (168).jpg,malignant,061fd1c8d18ad2475b1cee3824072792,8,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (169).jpg,Malignant case (169).jpg,malignant,4f2b7449c582e7c55a8020e0c8b2a309,8,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (17).jpg,Malignant case (17).jpg,malignant,8e5653d4bb01f5dfeaa584d23223d2f8,9,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (170).jpg,Malignant case (170).jpg,malignant,2543d14447300709ddab33fb7ae02fe7,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (171).jpg,Malignant case (171).jpg,malignant,cdccaf40edcdcc2dfe07f10e8a8430e5,6,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (172).jpg,Malignant case (172).jpg,malignant,bb0a3313985b13d97979c0b2b6d70c1e,8,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (173).jpg,Malignant case (173).jpg,malignant,f422a20a8d9e6b035d628fc39e13364e,8,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (174).jpg,Malignant case (174).jpg,malignant,e471e2047202d6e7e6e7a0aabb861597,8,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (175).jpg,Malignant case (175).jpg,malignant,991ffbadeb663908f87415ab27df0519,8,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (176).jpg,Malignant case (176).jpg,malignant,ae9b9acf0dc81f8bcbefb6c0a9a3c48f,8,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (177).jpg,Malignant case (177).jpg,malignant,404310130f1b36cd50428309ba32a6fa,8,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (178).jpg,Malignant case (178).jpg,malignant,dbcc5c23abf571e7b096c4018f6f6223,8,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (179).jpg,Malignant case (179).jpg,malignant,9f34b5e1ae66929c3ff6298813f6bee2,8,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (18).jpg,Malignant case (18).jpg,malignant,5ef1491d2c7f6bb03c04fffab259b397,9,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (180).jpg,Malignant case (180).jpg,malignant,44eb96c57ac4447c411df5dad245dafe,10,test
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (181).jpg,Malignant case (181).jpg,malignant,9452ce8b08adfc17aa7753f4b7e0c304,11,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (182).jpg,Malignant case (182).jpg,malignant,5ae9e831e15e400d296c727d1cec5bfa,11,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (183).jpg,Malignant case (183).jpg,malignant,93fce498925a5fa95347bac9075cd634,12,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (184).jpg,Malignant case (184).jpg,malignant,53624fcbce5e493f4698993426fb0185,12,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (185).jpg,Malignant case (185).jpg,malignant,f4cf1427821ebeffe634c212ff3214ff,12,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (186).jpg,Malignant case (186).jpg,malignant,f0d9d0b637b2d9d5d0f749839630cd21,12,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (187).jpg,Malignant case (187).jpg,malignant,ef193c378340d6a80a386209980f25e6,12,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (188).jpg,Malignant case (188).jpg,malignant,880021096ba479de678d02d055db4f57,12,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (189).jpg,Malignant case (189).jpg,malignant,61859dfac37190c6abb2443afea229db,12,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (19).jpg,Malignant case (19).jpg,malignant,34c5632a60ff605983c1155e61ce6748,13,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (190).jpg,Malignant case (190).jpg,malignant,45f9ec8f6be73089c6fce946a5c67ca3,12,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (191).jpg,Malignant case (191).jpg,malignant,18e262152617f7b2482ab8be8ac07e0f,12,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (192).jpg,Malignant case (192).jpg,malignant,43d19d0ae0471293c72c34bd5508883b,14,val
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (193).jpg,Malignant case (193).jpg,malignant,b942433465b7799453f0cefd8031aa06,14,val
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (194).jpg,Malignant case (194).jpg,malignant,24cdf246d26a9e99350bbc3add684524,14,val
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (195).jpg,Malignant case (195).jpg,malignant,81827c268127dea67440377c792178f9,15,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (196).jpg,Malignant case (196).jpg,malignant,cf4b7a2670d1827dbc8ac6c82b59f88f,15,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (197).jpg,Malignant case (197).jpg,malignant,74a369b0dcef630601e53f2595a8fbf2,15,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (198).jpg,Malignant case (198).jpg,malignant,1188997fcf8a0a844b8566cb8a2ece97,15,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (199).jpg,Malignant case (199).jpg,malignant,735ff2a66c988961b5bc3ad998ffa7d0,15,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (2).jpg,Malignant case (2).jpg,malignant,579c98ca7afede09338adf7a99c09775,16,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (20).jpg,Malignant case (20).jpg,malignant,21192294cdc2f7f6978c72d65d73b015,13,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (200).jpg,Malignant case (200).jpg,malignant,663d92c601494ae6ba6e6a6e9fe5623a,17,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (201).jpg,Malignant case (201).jpg,malignant,4cd071004fe9287f46917ca9d184c1af,17,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (202).jpg,Malignant case (202).jpg,malignant,0a5d40bb49c743c887f01982f5e65e6b,17,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (203).jpg,Malignant case (203).jpg,malignant,3fafe9a01e5a3c65562396479bf6fcb7,17,train
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (204).jpg,Malignant case (204).jpg,malignant,717371e275a26da7c123b29fbf1e8267,17,train
