path,filename,label,phash
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (126).jpg,Malignant case (126).jpg,cancer,382b904f41f539e5f6d4387cc97abfcd
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (127).jpg,Malignant case (127).jpg,cancer,f313b565dbf4af0615bc3d5a185f0400
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (128).jpg,Malignant case (128).jpg,cancer,baf7a1b2292db2d37accbde1dc9fb55e
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (129).jpg,Malignant case (129).jpg,cancer,162835684bdc310faaedcc424467e4a2
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (13).jpg,Malignant case (13).jpg,cancer,ddc753eecd6f8a4615f57e401f9416d5
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (130).jpg,Malignant case (130).jpg,cancer,5deb918003f76fd78dc6587decf5ba95
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (131).jpg,Malignant case (131).jpg,cancer,db4c78ecff79da403092e97736093a03
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (132).jpg,Malignant case (132).jpg,cancer,3f7443c2d26e9f5eddf5cf03f66e7789
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (133).jpg,Malignant case (133).jpg,cancer,ad1c9bfedc2835f64bbdabcd994adc7e
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (134).jpg,Malignant case (134).jpg,cancer,ddaf03d83bd9100a3825d31ba0e7ebaa
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (135).jpg,Malignant case (135).jpg,cancer,b33bc31a4fc4e9994056ff0bd0a0bf2c
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (136).jpg,Malignant case (136).jpg,cancer,f6913c7bb733f284a5392b7e706a251b
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (137).jpg,Malignant case (137).jpg,cancer,04e2976626b8239e4a335a9a755c005d
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (14).jpg,Malignant case (14).jpg,cancer,b565f31cde940b66f802ba168405bdbf
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (142).jpg,Malignant case (142).jpg,cancer,e96e44ced42eefd76bf128a3b31e206a
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (143).jpg,Malignant case (143).jpg,cancer,e685e48e21615b8f1054925eb86fbe29
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (144).jpg,Malignant case (144).jpg,cancer,4dd92ad808e7b27c0280c63d5037bb3d
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (145).jpg,Malignant case (145).jpg,cancer,8e4491f84cf3cf7caf4a4c6f94326667
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (146).jpg,Malignant case (146).jpg,cancer,4ab9774d730eb9001b6735f92ce6a45f
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (147).jpg,Malignant case (147).jpg,cancer,8d6083ed1cf09e780b121c558421fb31
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (149).jpg,Malignant case (149).jpg,cancer,81104c62032aa375aa574b0de5b5090b
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (15).jpg,Malignant case (15).jpg,cancer,573fee7bbff99a9d7d4109d018c58d56
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (150).jpg,Malignant case (150).jpg,cancer,8082cec9254be69aba9dfa102fc1fcf5
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (151).jpg,Malignant case (151).jpg,cancer,039b056bdaa38321f951e4e8e505b072
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (153).jpg,Malignant case (153).jpg,cancer,c16660bd55ee56ca73993025c8ada974
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (154).jpg,Malignant case (154).jpg,cancer,d0386e9a22c27ab045a1c8ae99ab83d8
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (155).jpg,Malignant case (155).jpg,cancer,681802747f14ccbf082dedaa4eb1af0d
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (156).jpg,Malignant case (156).jpg,cancer,512a3b5f0e2f89a7ec84df79cfb14b6b
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (157).jpg,Malignant case (157).jpg,cancer,eaec2ecf7c47b665cc96195db8c50bc5
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (158).jpg,Malignant case (158).jpg,cancer,86cf809eae1c3b9be028f170265e969e
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (159).jpg,Malignant case (159).jpg,cancer,5cce25a0c8da5ffe2c4dae2ee319ba43
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (16).jpg,Malignant case (16).jpg,cancer,f199fd2470caa88cd95967101a1977fd
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (160).jpg,Malignant case (160).jpg,cancer,1b8d1af76daf855c6cd53ee75d6dd434
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (161).jpg,Malignant case (161).jpg,cancer,6bf73b62a75eeb8eb97d7ac98d364979
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (162).jpg,Malignant case (162).jpg,cancer,3385edb49e2c1f17bd3d38a2d1e24040
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (163).jpg,Malignant case (163).jpg,cancer,3bc6faed3698f62bc41ad986372f0e60
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (164).jpg,Malignant case (164).jpg,cancer,c585ee91a9d058e9fe0d0b53a761de74
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (165).jpg,Malignant case (165).jpg,cancer,b3c9095441a60b4f9c0d2abd596925d7
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (166).jpg,Malignant case (166).jpg,cancer,11a93ed2ac0b2ac5357518280a234c41
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (167).jpg,Malignant case (167).jpg,cancer,b07d31d2271c588285ff44c73a7e702f
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (168).jpg,Malignant case (168).jpg,cancer,299bb6c455c479fabcae50ecbd14d927
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (169).jpg,Malignant case (169).jpg,cancer,163d8a92d2a8d5172b8a62d2ca314cd8
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (17).jpg,Malignant case (17).jpg,cancer,fb3cf2c5484b130b541a82f745681ffb
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (170).jpg,Malignant case (170).jpg,cancer,f3b4cc89efad54fbaaaab3ec17e513c0
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (171).jpg,Malignant case (171).jpg,cancer,431fe4eebca3aaf3f5b6708597c879e5
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (172).jpg,Malignant case (172).jpg,cancer,f9df6d19ea39e388275ab072c3b452f6
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (173).jpg,Malignant case (173).jpg,cancer,938e7cc3a51c7236df646eba60dbdf24
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (174).jpg,Malignant case (174).jpg,cancer,d8509dcfab0724af803cf6c77016059a
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (175).jpg,Malignant case (175).jpg,cancer,35d4219f7479608fc97270f3f9666cf2
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (176).jpg,Malignant case (176).jpg,cancer,c7460c6ca3db92d3eb608a9a0cdccdb9
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (177).jpg,Malignant case (177).jpg,cancer,3cd6c199899bccc85a32d2f8ccca7423
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (178).jpg,Malignant case (178).jpg,cancer,0590a8ea8b40593f8c2cdb28e221448b
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (179).jpg,Malignant case (179).jpg,cancer,95993fb38a37e9ba33969e78652cd3a1
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (18).jpg,Malignant case (18).jpg,cancer,e4b854706f51a409d62df237844e8bb5
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (180).jpg,Malignant case (180).jpg,cancer,e04f8565f7f1787fa37bec6db4fa99bf
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (181).jpg,Malignant case (181).jpg,cancer,06bdc57dca5296aef904b288b010210e
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (182).jpg,Malignant case (182).jpg,cancer,a2c3df95b536c6b795c1fa71c57b7b96
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (183).jpg,Malignant case (183).jpg,cancer,7c5895bc18d6b84d31b8cc3d23c210fd
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (184).jpg,Malignant case (184).jpg,cancer,d8ebf236e265fc823a6335f249663b93
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (185).jpg,Malignant case (185).jpg,cancer,ffd06f8dd83c9503c089303e5ae075c0
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (186).jpg,Malignant case (186).jpg,cancer,014632e904fe2950d5f8e6ba3f120b89
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (187).jpg,Malignant case (187).jpg,cancer,c32da92a1b5cbc6c5b1d780705d7647d
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (188).jpg,Malignant case (188).jpg,cancer,caa1be5a2fe2c90dffacdf70347997a6
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (189).jpg,Malignant case (189).jpg,cancer,15d45392981cb1f14710f87c7ee2f239
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (19).jpg,Malignant case (19).jpg,cancer,3a3a9c33c8fe3a6c2549e175e8aada03
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (190).jpg,Malignant case (190).jpg,cancer,db09f255e561653a0fb3e0a449780869
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (191).jpg,Malignant case (191).jpg,cancer,2103a2dc903921bd246e85dc4fc7df47
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (192).jpg,Malignant case (192).jpg,cancer,0d8ba74d809aaa5f419835946e293d38
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (193).jpg,Malignant case (193).jpg,cancer,cfaa4d26808c19ddb6d9de60a59e096a
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (194).jpg,Malignant case (194).jpg,cancer,dfccc5b2ca886f2b86a2486be00cd44a
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (195).jpg,Malignant case (195).jpg,cancer,96c5754e4733f86bdd3ced9229218282
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (196).jpg,Malignant case (196).jpg,cancer,ccfcebf9029b15219d7f2919fde06f94
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (197).jpg,Malignant case (197).jpg,cancer,3c80e392e88243bc2a3343c6588d8e71
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (198).jpg,Malignant case (198).jpg,cancer,64a4ede7be0dfbbddfcc27fd437ed7ce
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (199).jpg,Malignant case (199).jpg,cancer,2cbcbe795ff34dd2ecbc5d013ed56264
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (2).jpg,Malignant case (2).jpg,cancer,18bdd9039aab8232274560927c0025b0
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (20).jpg,Malignant case (20).jpg,cancer,8fb77e42cc9d631022d7f8738b6c75a1
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (200).jpg,Malignant case (200).jpg,cancer,4715976e3b53c3348adad63b03fa9620
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (201).jpg,Malignant case (201).jpg,cancer,56c9d32ce3e1b2b5dbfe0f4df2fe4f11
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (202).jpg,Malignant case (202).jpg,cancer,3cf2405e65fa96592fa067d01f6833a1
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (203).jpg,Malignant case (203).jpg,cancer,453fddd3f78ab921af706505e1056258
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (204).jpg,Malignant case (204).jpg,cancer,3a63d279b9f8255e5a15fcc3450910a6
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (205).jpg,Malignant case (205).jpg,cancer,3df9efecbd63cf9c3b1288a2f26438b0
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (206).jpg,Malignant case (206).jpg,cancer,91b84104680203d2c2a67f68f6f454e2
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (207).jpg,Malignant case (207).jpg,cancer,3389dc6ded88f1d6647e30f9e9d7e818
D:\skripsi\dataset_external\iqothnccd\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (208).jpg,Malignant case (208).jpg,cancer,57d93e1e8a85903131088656b21bd195
