split,label,filename,ext,path,width,height,mode
train,cancer,Lung MRI (1080).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1080).png,512,512,RGBA
train,cancer,Lung MRI (1081).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1081).png,512,512,RGBA
train,cancer,Lung MRI (1082).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1082).png,512,512,RGBA
train,cancer,Lung MRI (1083).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1083).png,512,512,RGBA
train,cancer,Lung MRI (1084).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1084).png,512,512,RGBA
train,cancer,Lung MRI (1085).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1085).png,512,512,RGBA
train,cancer,Lung MRI (1086).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1086).png,512,512,RGBA
train,cancer,Lung MRI (1087).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1087).png,512,512,RGBA
train,cancer,Lung MRI (1088).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1088).png,512,512,RGBA
train,cancer,Lung MRI (1089).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1089).png,512,512,RGBA
train,cancer,Lung MRI (109).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (109).png,376,228,RGBA
train,cancer,Lung MRI (1090).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1090).png,512,512,RGBA
train,cancer,Lung MRI (1091).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1091).png,512,512,RGBA
train,cancer,Lung MRI (1092).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1092).png,512,512,RGBA
train,cancer,Lung MRI (1093).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1093).png,512,512,RGBA
train,cancer,Lung MRI (1094).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1094).png,512,512,RGBA
train,cancer,Lung MRI (1095).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1095).png,512,512,RGBA
train,cancer,Lung MRI (1096).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1096).png,512,512,RGBA
train,cancer,Lung MRI (1097).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1097).png,512,512,RGBA
train,cancer,Lung MRI (1098).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1098).png,512,512,RGBA
train,cancer,Lung MRI (1099).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1099).png,512,512,RGBA
train,cancer,Lung MRI (11).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (11).png,397,243,RGBA
train,cancer,Lung MRI (110).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (110).png,371,240,RGBA
train,cancer,Lung MRI (1100).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1100).png,512,512,RGBA
train,cancer,Lung MRI (1101).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1101).png,512,512,RGBA
train,cancer,Lung MRI (1102).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1102).png,512,512,RGBA
train,cancer,Lung MRI (1103).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1103).png,512,512,RGBA
train,cancer,Lung MRI (1104).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1104).png,512,512,RGBA
train,cancer,Lung MRI (1105).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1105).png,512,512,RGBA
train,cancer,Lung MRI (1106).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1106).png,512,512,RGBA
train,cancer,Lung MRI (1107).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1107).png,512,512,RGBA
train,cancer,Lung MRI (1108).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1108).png,512,512,RGBA
train,cancer,Lung MRI (1109).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1109).png,512,512,RGBA
train,cancer,Lung MRI (111).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (111).png,403,272,RGBA
train,cancer,Lung MRI (1110).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1110).png,512,512,RGBA
train,cancer,Lung MRI (1111).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1111).png,512,512,RGBA
train,cancer,Lung MRI (1112).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1112).png,512,512,RGBA
train,cancer,Lung MRI (1113).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1113).png,512,512,RGBA
train,cancer,Lung MRI (1114).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1114).png,512,512,RGBA
train,cancer,Lung MRI (1115).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1115).png,512,512,RGBA
train,cancer,Lung MRI (1116).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1116).png,512,512,RGBA
train,cancer,Lung MRI (1117).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1117).png,289,174,RGB
train,cancer,Lung MRI (1118).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1118).png,240,210,RGB
train,cancer,Lung MRI (1119).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1119).png,265,190,RGB
train,cancer,Lung MRI (112).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (112).png,439,255,RGBA
train,cancer,Lung MRI (1120).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1120).png,265,190,RGB
train,cancer,Lung MRI (1121).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1121).png,282,179,RGB
train,cancer,Lung MRI (1122).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1122).png,282,179,RGB
train,cancer,Lung MRI (113).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (113).png,426,288,RGBA
train,cancer,Lung MRI (114).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (114).png,434,329,RGBA
train,cancer,Lung MRI (115).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (115).png,423,304,RGBA
train,cancer,Lung MRI (116).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (116).png,438,299,RGBA
train,cancer,Lung MRI (117).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (117).png,430,254,RGBA
train,cancer,Lung MRI (118).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (118).png,435,266,RGBA
train,cancer,Lung MRI (119).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (119).png,419,161,RGBA
train,cancer,Lung MRI (12).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (12).png,392,244,RGBA
train,cancer,Lung MRI (120).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (120).png,374,244,RGBA
train,cancer,Lung MRI (121).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (121).png,438,236,RGBA
train,cancer,Lung MRI (122).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (122).png,309,248,RGBA
train,cancer,Lung MRI (123).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (123).png,397,263,RGBA
train,cancer,Lung MRI (124).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (124).png,422,259,RGBA
train,cancer,Lung MRI (125).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (125).png,352,256,RGBA
train,cancer,Lung MRI (126).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (126).png,450,303,RGBA
train,cancer,Lung MRI (127).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (127).png,404,281,RGBA
train,cancer,Lung MRI (128).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (128).png,415,281,RGBA
train,cancer,Lung MRI (129).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (129).png,399,215,RGBA
train,cancer,Lung MRI (13).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (13).png,363,270,RGBA
train,cancer,Lung MRI (130).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (130).png,332,225,RGBA
train,cancer,Lung MRI (131).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (131).png,435,180,RGBA
train,cancer,Lung MRI (132).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (132).png,401,309,RGBA
train,cancer,Lung MRI (133).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (133).png,370,246,RGBA
train,cancer,Lung MRI (134).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (134).png,442,304,RGBA
train,cancer,Lung MRI (135).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (135).png,401,280,RGBA
train,cancer,Lung MRI (136).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (136).png,348,222,RGBA
train,cancer,Lung MRI (137).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (137).png,381,255,RGBA
train,cancer,Lung MRI (138).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (138).png,345,272,RGBA
train,cancer,Lung MRI (139).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (139).png,436,292,RGBA
train,cancer,Lung MRI (14).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (14).png,396,209,RGBA
train,cancer,Lung MRI (140).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (140).png,419,241,RGBA
train,cancer,Lung MRI (141).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (141).png,432,294,RGBA
train,cancer,Lung MRI (142).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (142).png,355,274,RGBA
train,cancer,Lung MRI (143).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (143).png,401,176,RGBA
train,cancer,Lung MRI (144).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (144).png,414,307,RGBA
train,cancer,Lung MRI (145).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (145).png,405,329,RGBA
train,cancer,Lung MRI (146).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (146).png,383,292,RGBA
train,cancer,Lung MRI (147).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (147).png,398,214,RGBA
train,cancer,Lung MRI (148).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (148).png,374,303,RGBA
train,cancer,Lung MRI (149).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (149).png,467,210,RGBA
train,cancer,Lung MRI (15).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (15).png,337,272,RGBA
train,cancer,Lung MRI (150).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (150).png,390,274,RGBA
train,cancer,Lung MRI (151).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (151).png,432,302,RGBA
train,cancer,Lung MRI (152).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (152).png,357,263,RGBA
train,cancer,Lung MRI (153).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (153).png,413,258,RGBA
train,cancer,Lung MRI (154).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (154).png,408,258,RGBA
train,cancer,Lung MRI (155).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (155).png,446,281,RGBA
train,cancer,Lung MRI (156).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (156).png,398,291,RGBA
train,cancer,Lung MRI (157).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (157).png,385,300,RGBA
train,cancer,Lung MRI (158).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (158).png,351,291,RGBA
train,cancer,Lung MRI (159).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (159).png,372,249,RGBA
train,cancer,Lung MRI (16).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (16).png,381,229,RGBA
train,cancer,Lung MRI (160).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (160).png,377,248,RGBA
train,cancer,Lung MRI (161).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (161).png,327,231,RGBA
train,cancer,Lung MRI (162).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (162).png,421,294,RGBA
train,cancer,Lung MRI (163).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (163).png,351,288,RGBA
train,cancer,Lung MRI (164).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (164).png,424,221,RGBA
train,cancer,Lung MRI (165).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (165).png,412,259,RGBA
train,cancer,Lung MRI (166).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (166).png,421,261,RGBA
train,cancer,Lung MRI (167).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (167).png,440,297,RGBA
train,cancer,Lung MRI (168).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (168).png,404,240,RGBA
train,cancer,Lung MRI (169).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (169).png,466,252,RGBA
train,cancer,Lung MRI (17).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (17).png,437,280,RGBA
train,cancer,Lung MRI (170).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (170).png,429,291,RGBA
train,cancer,Lung MRI (171).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (171).png,434,261,RGBA
