path,source_dataset,raw_folder,filename,canonical_label,subtype,is_labeled,is_synthetic_source,corrupt,width,height,aspect_ratio,phash,phash_int,ahash,md5,case_key,group_root,group_id,group_size,label_conflict,group_sources,cross_dataset_duplicate,matches_real_pool_md5,matches_real_pool_phash
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000115.png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000115.png,Malignant,Adenocarcinoma,True,False,False,484,264,1.833,d0d06fce38396734,15046649286542059316,387e7e6e7e7c0000,fdb6340d705e8ad526adce7ef783d1fb,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000115,941.0,231,35,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000116 (5).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000116 (5).png,Malignant,Adenocarcinoma,True,False,False,454,356,1.275,d0b16f4e3d1b3039,15037923012590121017,007e5edede7e3c00,3c0fac8ebb082efe748b4e537d1adc39,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000116,945.0,232,34,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000116 (7).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000116 (7).png,Malignant,Adenocarcinoma,True,False,False,465,326,1.426,c4d812c76f1b6c39,14184107674175237177,387cdadafa7e3c00,9b3590de4b268cd261c76693f2c5f39b,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000116,945.0,232,34,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000116 (9).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000116 (9).png,Malignant,Adenocarcinoma,True,False,False,406,364,1.115,9992066d6f9c3873,11065914301496440947,003e5edfcb5a7e00,7a8833250fefe0422723f377c4953a57,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000116,945.0,232,34,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000117 (4).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000117 (4).png,Malignant,Adenocarcinoma,True,False,False,453,318,1.425,84c47a1e25789eed,9566905778338045677,007eff6f7e3e0000,866482c092332c56a6779f93c1ad2d3c,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000117,234.0,61,31,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000117 (8).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000117 (8).png,Malignant,Adenocarcinoma,True,False,False,409,280,1.461,d4ce1b922c336e2e,15334224095863860782,3c7efec3f37e2c00,ea01420564660f6ad0f11088edb3c580,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000117,234.0,61,31,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000117.png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000117.png,Malignant,Adenocarcinoma,True,False,False,400,271,1.476,d0d12b42630f7e3b,15046855394151333435,247efe7e7e7c3c00,5ad8354153d6d82b58945884dc5df67e,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000117,234.0,61,31,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000118 (5).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000118 (5).png,Malignant,Adenocarcinoma,True,False,False,468,409,1.144,c1c91e96696f8c3c,13963725751001779260,385c5afbdb7e0000,cd95315d58cc1231bdd9982d84cdfa7f,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000118,237.0,62,32,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000118 (7).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000118 (7).png,Malignant,Adenocarcinoma,True,False,False,422,365,1.156,949a4b652fc66c6a,10707953961992088682,3c5e5e5ed25a7c00,e4445db999e3f6c722deb5b3e50765ec,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000118,237.0,62,32,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000119 (4).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000119 (4).png,Malignant,Adenocarcinoma,True,False,False,443,340,1.303,91a17e4f61786d61,10493807486152764769,003e7f7f6f3e1c00,c8ffb14bf0fac67134129310cd4a4ae0,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000119,19.0,2,12,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000119 (5).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000119 (5).png,Malignant,Adenocarcinoma,True,False,False,475,397,1.196,c1c91e96e94fcc38,13963725753147182136,3c5e5afbfb7e0000,ea0203ead960b13f81b8f9abb05e267c,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000119,19.0,2,12,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000119 (6).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000119 (6).png,Malignant,Adenocarcinoma,True,False,False,456,342,1.333,81995e976a9a393a,9338599306750998842,1c3e4b7b6b6a3e00,e8f788ee66c2e91458237c6a5dc6294f,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000119,19.0,2,12,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000120.png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000120.png,Malignant,Adenocarcinoma,True,False,False,456,322,1.416,91f14e476cce2d2c,10516272673561914668,387e5f5b5a7e3c00,583a1067369a573df475ab0f8c84d909,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000120,915.0,224,28,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000121 (6).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000121 (6).png,Malignant,Adenocarcinoma,True,False,False,429,314,1.366,85963e9a69ca6d25,9625950086471773477,3c3c7e7e7e7e3c00,52178715c2e557f83c1c8e3092379b83,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000121,484.0,133,40,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000121 (7).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000121 (7).png,Malignant,Adenocarcinoma,True,False,False,454,347,1.308,d0b12e676b9a3c29,15037851652488576041,007e7e7e7e7e3c00,f63dc36a0cf42f7a65c1b63477af7a00,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000121,484.0,133,40,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000121.png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000121.png,Malignant,Adenocarcinoma,True,False,False,434,277,1.567,d0f12fca3d2d6434,15055867574932562996,007c7e5e5e7e3c00,18203fa5ca044d8866c17d0af35c4c69,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000121,484.0,133,40,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000122 (4).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000122 (4).png,Malignant,Adenocarcinoma,True,False,False,450,350,1.286,81815e5e69783ef2,9331843662477803250,1c7e6f6b7e3e0000,93bee63ea0119020759f23bdac2a5152,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000122,920.0,225,28,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000122.png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000122.png,Malignant,Adenocarcinoma,True,False,False,416,284,1.465,d0916f462d1b6c3d,15028915778707221565,007e5e5e5a7e3c00,828b8f20e7f62bd559803c65f4cb4f73,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000122,920.0,225,28,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000123 (4).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000123 (4).png,Malignant,Adenocarcinoma,True,False,False,415,301,1.379,dc0b03e42fcb3c33,15855771191677238323,387c1c9e9ede7c00,461e023a48a5175541705e8273fd012f,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000123,28.0,3,16,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000123 (6).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000123 (6).png,Malignant,Adenocarcinoma,True,False,False,468,332,1.41,c1c45e9729397d64,13962388748080086372,007edadb7b7e0000,3a2f82aa55bdf7fd7ed204284c83567c,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000123,28.0,3,16,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000123 (9).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000123 (9).png,Malignant,Adenocarcinoma,True,False,False,443,356,1.244,919b13e46e8e3c3a,10492001628717988922,3c7e5e5ada5a7c00,220f73a54b2eae531caa8e1b68d32653,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000123,28.0,3,16,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000124 (6).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000124 (6).png,Malignant,Adenocarcinoma,True,False,False,474,332,1.428,85a16a5e77711a8e,9629094432258202254,007f7f6e3e1c0000,f3674422ddf949b44e1b371d4668ccef,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000124,248.0,63,24,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000124 (9).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000124 (9).png,Malignant,Adenocarcinoma,True,False,False,496,336,1.476,909f1e9678ca2c79,10421081694379060345,3c3c5a5a5a7e3c00,c54df564a0836770f21d8613d6815758,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000124,248.0,63,24,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000125 (2).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000125 (2).png,Malignant,Adenocarcinoma,True,False,False,481,309,1.557,85a17a5c67731a17,9629112015586007575,017f7f6b3a1e0000,4fed19e835a7c65fc6a26e368ead35aa,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000125,33.0,4,32,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000125 (4).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000125 (4).png,Malignant,Adenocarcinoma,True,False,False,452,307,1.472,85856e5e67631a66,9621217530687461990,367f6f6f3e1c0000,5a362182c6ae83e40ef5d75d5b0bc32e,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000125,33.0,4,32,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000125 (5).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000125 (5).png,Malignant,Adenocarcinoma,True,False,False,498,337,1.478,c4dc1b833d397c64,14185243176792063076,087cdada7e7e0000,2bfaa7a68177335656b8d78e3a06f1c6,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000125,33.0,4,32,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000125 (6).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000125 (6).png,Malignant,Adenocarcinoma,True,False,False,483,417,1.158,919a3e4d696e9c31,10491766784115252273,1c3c7e7f6b3e0000,e1e5f81b51bcbbf76cbfba299c0a730a,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000125,33.0,4,32,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000125 (8).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000125 (8).png,Malignant,Adenocarcinoma,True,False,False,468,354,1.322,c55e1eb079d16463,14221838416589448291,003c7e5a4b7e3c00,8bc0dabc68bcfc8d6be604beef34d897,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000125,33.0,4,32,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,,
