path,source_dataset,raw_folder,filename,canonical_label,subtype,is_labeled,is_synthetic_source,corrupt,width,height,aspect_ratio,phash,phash_int,ahash,md5,case_key,group_root,group_id,group_size,label_conflict,group_sources,cross_dataset_duplicate
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\11 - Copy (2) - Copy.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,11 - Copy (2) - Copy.png,Normal,Normal,True,False,False,441,341,1.293,9b12c56d47863e96,11174210698601709206,3c589d9d8999df3c,f967f52c691519d8ffa26d90ac9dc198,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::11,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\11 - Copy (2).png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,11 - Copy (2).png,Normal,Normal,True,False,False,441,341,1.293,9b12c56d47863e96,11174210698601709206,3c589d9d8999df3c,f967f52c691519d8ffa26d90ac9dc198,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::11,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\11 - Copy (3).png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,11 - Copy (3).png,Normal,Normal,True,False,False,440,345,1.275,9b12456d47a67e92,11174069961115467410,3c189d9d8999ff3c,2ecce925c81a3efc3d4a964ca57ff650,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::11,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\11 - Copy - Copy.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,11 - Copy - Copy.png,Normal,Normal,True,False,False,441,341,1.293,9b12c56d47863e96,11174210698601709206,3c589d9d8999df3c,33b01950ff19a2e0fee00ef3670cb01f,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::11,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\11 - Copy.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,11 - Copy.png,Normal,Normal,True,False,False,441,341,1.293,9b12c56d47863e96,11174210698601709206,3c589d9d8999df3c,33b01950ff19a2e0fee00ef3670cb01f,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::11,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\11.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,11.png,Normal,Normal,True,False,False,440,345,1.275,9b12456d47a67e92,11174069961115467410,3c189d9d8999ff3c,2ecce925c81a3efc3d4a964ca57ff650,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::11,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\12 (2) - Copy.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,12 (2) - Copy.png,Normal,Normal,True,False,False,619,481,1.287,9b13c46d439e2e96,11174491074001251990,38589d9d8999bf3c,e743a19721513313e5d3d6210fd1cfca,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::12,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\12 (2).png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,12 (2).png,Normal,Normal,True,False,False,619,481,1.287,9b13c46d439e2e96,11174491074001251990,38589d9d8999bf3c,e743a19721513313e5d3d6210fd1cfca,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::12,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\12 - Copy (2) - Copy.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,12 - Copy (2) - Copy.png,Normal,Normal,True,False,False,586,462,1.268,9b12846947de5e96,11174139213171809942,3c4d9c9c08999d7e,4ebb15aceb4072cb73457cbeadeede2a,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::12,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\12 - Copy (2).png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,12 - Copy (2).png,Normal,Normal,True,False,False,586,462,1.268,9b12846947de5e96,11174139213171809942,3c4d9c9c08999d7e,4ebb15aceb4072cb73457cbeadeede2a,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::12,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\12 - Copy (3).png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,12 - Copy (3).png,Normal,Normal,True,False,False,619,481,1.287,9b12c46d479e2e96,11174209599091650198,38589d9d8999bf3c,a2beb8d6b18eb00288c5297caea3a7bc,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::12,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\12 - Copy - Copy.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,12 - Copy - Copy.png,Normal,Normal,True,False,False,619,481,1.287,9b12c46d439e3e96,11174209599024545430,38589d9d8999bf3c,3bef55f68e7055e9311f985553e84768,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::12,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\12 - Copy.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,12 - Copy.png,Normal,Normal,True,False,False,619,481,1.287,9b12c46d439e3e96,11174209599024545430,38589d9d8999bf3c,3bef55f68e7055e9311f985553e84768,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::12,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\21.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,21.png,Normal,Normal,True,False,False,629,491,1.281,991344ed47963e96,11030235698259443350,38489d9d8999ff3c,60d4679a62a0ef1f8abcdaa05adb8339,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::21,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\22.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,22.png,Normal,Normal,True,False,False,360,263,1.369,d913537e8e6d8258,15641937733808390744,3c5a589999c1da7e,f241699d1ef9d1e8048f4e4655ae1d80,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::22,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\23.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,23.png,Normal,Normal,True,False,False,676,500,1.352,99b54527421f439f,11075834893502989215,7edb999999999b7e,b716c6d010bb679b0c148a5970ef7cce,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::23,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\25.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,25.png,Normal,Normal,True,False,False,700,700,1.0,991b452d439c2e7b,11032487772884315771,3cdf9d1c1899ff7c,f364675afbb591043817c94b0e93919c,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::25,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\6 (2) - Copy.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,6 (2) - Copy.png,Normal,Normal,True,False,False,800,552,1.449,91934e666d993ca6,10489814158908406950,103c5e5e4a5a3c18,c5b028c8ce7837ec365dfd4606eea527,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::6,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\6 (2).png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,6 (2).png,Normal,Normal,True,False,False,800,552,1.449,91934e666d993ca6,10489814158908406950,103c5e5e4a5a3c18,c5b028c8ce7837ec365dfd4606eea527,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::6,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\6 - Copy (2) - Copy.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,6 - Copy (2) - Copy.png,Normal,Normal,True,False,False,581,476,1.221,9993466563d4cec6,11066266110659972806,7c5e1d99819a5a3c,2a22fd805d0db68736491698305c25d8,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::6,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\6 - Copy (2).png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,6 - Copy (2).png,Normal,Normal,True,False,False,581,476,1.221,9993466563d4cec6,11066266110659972806,7c5e1d99819a5a3c,2a22fd805d0db68736491698305c25d8,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::6,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\6 - Copy (3).png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,6 - Copy (3).png,Normal,Normal,True,False,False,800,552,1.449,91934e666d993ca6,10489814158908406950,103c5e5e4a5a3c18,c5b028c8ce7837ec365dfd4606eea527,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::6,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\normal\6 - Copy.png,Chest CT-Scan images Dataset (Mohamed Hany),test/normal,6 - Copy.png,Normal,Normal,True,False,False,581,476,1.221,9993466563d4cec6,11066266110659972806,7c5e1d99819a5a3c,2a22fd805d0db68736491698305c25d8,Chest CT-Scan images Dataset (Mohamed Hany)|test/normal::6,179,53,2017,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True
