path,canonical_label,split_group,source_dataset,label_origin,true_label,pred_label,pred_confidence
D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Bengin cases\Bengin case (97).jpg,Benign,KAGGLE::The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )|Bengin cases::97,Kaggle::The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),folder,Benign,Normal,0.9163170337677002
D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Bengin cases\Bengin case (102).jpg,Benign,KAGGLE::The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )|Bengin cases::102,Kaggle::The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),folder,Benign,Normal,0.6601499497890473
D:\skripsi\Dataset\CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)\squamous cell carcinoma\squamous cell carcinoma (164).png,Malignant,KAGGLE::CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|squamous cell carcinoma::164,Kaggle::CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ),folder,Malignant,Normal,0.5843820571899414
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637.png,Benign,LIDC::LIDC-IDRI-0569,LIDC-IDRI,radiolog+patologi,Benign,Malignant,0.5587741017341614
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.137009552031052971596477963106.png,Malignant,LIDC::LIDC-IDRI-0892,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.6642624020576476
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015.png,Malignant,LIDC::LIDC-IDRI-0041,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.8114923834800721
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.140253591510022414496468423138.png,Malignant,LIDC::LIDC-IDRI-0011,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.5210374236106874
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.141345499716190654505508410197.png,Malignant,LIDC::LIDC-IDRI-0880,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.8338242650032044
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.141430002307216644912805017227.png,Malignant,LIDC::LIDC-IDRI-0400,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.9207826852798462
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.143782059748737055784173697516.png,Benign,LIDC::LIDC-IDRI-0468,LIDC-IDRI,radiolog+patologi,Benign,Malignant,0.6404809832572936
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766.png,Benign,LIDC::LIDC-IDRI-0463,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.6595674991607666
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280.png,Benign,LIDC::LIDC-IDRI-0241,LIDC-IDRI,radiolog+patologi,Benign,Malignant,0.5226636707782746
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450.png,Malignant,LIDC::LIDC-IDRI-0196,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.9060921788215638
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.168042389372367513325505818854.png,Malignant,LIDC::LIDC-IDRI-0156,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.5610634684562683
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845.png,Malignant,LIDC::LIDC-IDRI-0229,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.8932259678840638
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748.png,Malignant,LIDC::LIDC-IDRI-0240,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.7536019563674927
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.187694838527128312070807533473.png,Malignant,LIDC::LIDC-IDRI-0521,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.9777153968811035
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.195913706607582347421429908613.png,Malignant,LIDC::LIDC-IDRI-0200,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.8364508390426636
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687.png,Malignant,LIDC::LIDC-IDRI-0860,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.702588713169098
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227.png,Malignant,LIDC::LIDC-IDRI-0179,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.6649327635765075
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314.png,Malignant,LIDC::LIDC-IDRI-0870,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.5018849968910217
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418.png,Malignant,LIDC::LIDC-IDRI-0660,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.6283452928066254
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223.png,Malignant,LIDC::LIDC-IDRI-0015,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.5325927615165711
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.231834776365874788440767645596.png,Malignant,LIDC::LIDC-IDRI-0647,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.7151175558567048
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.241083615484551649610616348856.png,Malignant,LIDC::LIDC-IDRI-0453,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.8014082431793212
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.248357157975955379661896491341.png,Malignant,LIDC::LIDC-IDRI-0271,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.7835485577583313
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.252634638822000832774167856951.png,Malignant,LIDC::LIDC-IDRI-0057,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.6014672935009002
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.257515388956260258681136624817.png,Malignant,LIDC::LIDC-IDRI-0130,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.7757926464080811
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753.png,Benign,LIDC::LIDC-IDRI-0427,LIDC-IDRI,radiolog+patologi,Benign,Malignant,0.5406819224357605
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.287560874054243719452635194040.png,Malignant,LIDC::LIDC-IDRI-0193,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.5318109095096588
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.292287048883545067541391539652.png,Benign,LIDC::LIDC-IDRI-0541,LIDC-IDRI,radiolog+patologi,Benign,Malignant,0.8185572147369385
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704.png,Malignant,LIDC::LIDC-IDRI-0135,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.9035983443260193
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986.png,Malignant,LIDC::LIDC-IDRI-0852,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.6762342631816864
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495.png,Benign,LIDC::LIDC-IDRI-0467,LIDC-IDRI,radiolog+patologi,Benign,Malignant,0.5705314993858338
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.321935195060268166151738328001.png,Malignant,LIDC::LIDC-IDRI-0249,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.95563383102417
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.322682676064999314374885526223.png,Malignant,LIDC::LIDC-IDRI-0315,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.6768662810325623
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359.png,Malignant,LIDC::LIDC-IDRI-0596,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.7090701341629029
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.329624439086643515259182406526.png,Benign,LIDC::LIDC-IDRI-0882,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.6853583574295045
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546.png,Malignant,LIDC::LIDC-IDRI-0916,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.6631364107131958
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.339039410276356623209709113755.png,Benign,LIDC::LIDC-IDRI-0538,LIDC-IDRI,radiolog+patologi,Benign,Malignant,0.5998032450675965
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896.png,Malignant,LIDC::LIDC-IDRI-0956,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.48738644123077396
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.613212850444255764524630781782.png,Malignant,LIDC::LIDC-IDRI-0080,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.6706697940826416
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.618434772073433276874225174904.png,Benign,LIDC::LIDC-IDRI-0369,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.7858782768249513
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.670107649586205629860363487713.png,Malignant,LIDC::LIDC-IDRI-0645,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.6891368508338929
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696.png,Malignant,LIDC::LIDC-IDRI-0759,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.9782832860946655
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.756684168227383088294595834066.png,Malignant,LIDC::LIDC-IDRI-0736,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.47411334514617925
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843.png,Malignant,LIDC::LIDC-IDRI-0209,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.888878583908081
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.948571344159440282864365970915.png,Benign,LIDC::LIDC-IDRI-0390,LIDC-IDRI,radiolog+patologi,Benign,Malignant,0.6289443373680115
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.980362852713685276785310240144.png,Benign,LIDC::LIDC-IDRI-0669,LIDC-IDRI,radiolog+patologi,Benign,Malignant,0.6830087363719941
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987.png,Malignant,LIDC::LIDC-IDRI-0684,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.8500555992126465
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209.png,Malignant,LIDC::LIDC-IDRI-0133,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.7361462831497192
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966.png,Malignant,LIDC::LIDC-IDRI-0549,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.601329791545868
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301.png,Malignant,LIDC::LIDC-IDRI-0777,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.5253784656524658
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.205852555362702089950453265567.png,Benign,LIDC::LIDC-IDRI-0384,LIDC-IDRI,radiolog+patologi,Benign,Malignant,0.6823665738105774
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.216526102138308489357443843021.png,Malignant,LIDC::LIDC-IDRI-0574,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.5021547555923462
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517.png,Malignant,LIDC::LIDC-IDRI-0999,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.45355322360992434
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304.png,Malignant,LIDC::LIDC-IDRI-0374,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.4053937554359436
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.231939547329414331267567352432.png,Malignant,LIDC::LIDC-IDRI-0935,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.5588975727558136
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.238042459915048190592571019348.png,Malignant,LIDC::LIDC-IDRI-0155,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.5552403032779695
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.244204120220889433826451158706.png,Malignant,LIDC::LIDC-IDRI-0158,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.6007404088974
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746.png,Benign,LIDC::LIDC-IDRI-0273,LIDC-IDRI,radiolog+patologi,Benign,Malignant,0.5511295437812805
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.270788655216695628640355888562.png,Malignant,LIDC::LIDC-IDRI-0551,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.6943243026733399
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.300270516469599170290456821227.png,Benign,LIDC::LIDC-IDRI-0487,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.7183752000331879
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.306520140119968755187868602181.png,Benign,LIDC::LIDC-IDRI-0593,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.5645701348781585
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.306788423710427765311352901943.png,Malignant,LIDC::LIDC-IDRI-0554,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.6806725144386291
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161.png,Benign,LIDC::LIDC-IDRI-0765,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.46619520187377933
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038.png,Malignant,LIDC::LIDC-IDRI-0977,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.43612272143363956
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.312704771348460502013249647868.png,Malignant,LIDC::LIDC-IDRI-0215,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.8300385355949402
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.336225579776978874775723463327.png,Malignant,LIDC::LIDC-IDRI-0113,LIDC-IDRI,radiolog+patologi,Malignant,Benign,0.846128523349762
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286.png,Normal,LIDC::LIDC-IDRI-0710,LIDC-IDRI,radiolog+patologi,Normal,Benign,0.541765320301056
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866.png,Normal,LIDC::LIDC-IDRI-0745,LIDC-IDRI,radiolog+patologi,Normal,Benign,0.6067983508110046
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.101619518506864197452353163175.png,Malignant,LIDC::LIDC-IDRI-0249,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.6561705350875855
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.114643134991547510142488707241.png,Malignant,LIDC::LIDC-IDRI-0135,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.6823652744293214
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.136797553187127958824073184000.png,Malignant,LIDC::LIDC-IDRI-0193,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.7052767276763916
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.150064723270402568379909455144.png,Malignant,LIDC::LIDC-IDRI-0200,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.6561705350875855
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.195674076148062852502601112560.png,Malignant,LIDC::LIDC-IDRI-0068,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.6874630331993103
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.203741923654363010377298352671.png,Normal,LIDC::LIDC-IDRI-0028,LIDC-IDRI,radiolog+patologi,Normal,Malignant,0.5506769239902497
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.229664630348267553620068691756.png,Normal,LIDC::LIDC-IDRI-0327,LIDC-IDRI,radiolog+patologi,Normal,Benign,0.9510528087615967
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.253414946533085777828778973420.png,Benign,LIDC::LIDC-IDRI-0178,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.6165815174579621
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430.png,Normal,LIDC::LIDC-IDRI-0261,LIDC-IDRI,radiolog+patologi,Normal,Benign,0.8850977897644042
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.281382817714201615159877953485.png,Benign,LIDC::LIDC-IDRI-0289,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.6712453961372375
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.291156498203266896953765649282.png,Normal,LIDC::LIDC-IDRI-0506,LIDC-IDRI,radiolog+patologi,Normal,Benign,0.9292012095451356
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.309483256945153562730089381779.png,Malignant,LIDC::LIDC-IDRI-0260,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.6161854684352874
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.313683718840700224414223339444.png,Benign,LIDC::LIDC-IDRI-0283,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.6561705350875855
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.321592580403367978777549154870.png,Malignant,LIDC::LIDC-IDRI-0271,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.7072496891021729
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517.png,Normal,LIDC::LIDC-IDRI-0632,LIDC-IDRI,radiolog+patologi,Normal,Benign,0.8376807451248169
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.404942010843748926074697579763.png,Benign,LIDC::LIDC-IDRI-0273,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.7052767276763916
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.410365840592575460083574159166.png,Benign,LIDC::LIDC-IDRI-0270,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.6561705350875855
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.650493030701702338780428147035.png,Malignant,LIDC::LIDC-IDRI-0179,LIDC-IDRI,radiolog+patologi,Malignant,Normal,0.5821138978004456
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.686193079844756926365065559979.png,Normal,LIDC::LIDC-IDRI-0293,LIDC-IDRI,radiolog+patologi,Normal,Benign,0.9465161919593811
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.872298293574787924842447249863.png,Benign,LIDC::LIDC-IDRI-0246,LIDC-IDRI,radiolog+patologi,Benign,Normal,0.6689696431159974
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.920930696356287056377683209311.png,Normal,LIDC::LIDC-IDRI-0901,LIDC-IDRI,radiolog+patologi,Normal,Malignant,0.516600924730301
